heyvalerie w of ca sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyshaun k of wa sez netneutrality should not be partisan its about innovation,0.0
oscar a of ut sez side with the public on netneutralitynot big cable,0.0
heyscott c of ga sez netneutrality is the only way for a free market of internet services,0.2
heyjohn r of pa wants you to support netneutrality not big cable,0.1
conservative voters support netneutralitypeter h of ga wants to know why you dont too,0.2
free marketers dont shill for cable monopoliestrent a of sc sez support netneutrality,0.4
heytonya l of ok sez netneutrality is the only way for a free market of internet services,0.3
heyjerry s of az sez free marketers dont shill for cable monopolies netneutrality,0.4
heykatharine i of ne sez netneutrality is the only way for a free market of internet services,0.2
heylouisette p of ar sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heylynne b of mi sez fast lanes hurt innovation support netneutrality,0.2
heynancy m of il sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heymitch h of hi wants to know if you stand with big cable or support netneutrality,0.1
heyjohn l of mo sez netneutrality should not be partisan its about innovation,0.0
heyjoseph w of pa sez netneutrality is the only way for a free market of internet services,0.2
marco rubio raisingin siliconvalley for his outofdate ideas on netneutrality tell him he doesnt get the net http,0.0
heynolis c of nj sez strong netneutrality enables innovation,0.4333333333333333
heytony h of mo sez free marketers dont shill for cable monopolies netneutrality,0.4
heyjj h of ga wants to know why you arent siding with millions on netneutrality,0.2
heytimothy p of wa wants to know if you stand with big cable or support netneutrality,0.1
heyken h of ut sez you should side with the public on netneutrality not big cable,0.0
steven f of mn wants you to support netneutralitynot big cable,0.1
heywilliam b of tx sez netneutrality should not be partisan its about innovation,0.0
heysteve p of mi sez free marketers dont shill for cable monopolies netneutrality,0.4
heymaureen e of ma wants to know if you stand with big cable or support netneutrality,0.1
heyryan t of ca sez you should side with the public on netneutrality not big cable,0.0
heytodd s of or sez you should side with the public on netneutrality not big cable,0.0
heynaveed m of va wants to know if you stand with big cable or support netneutrality,0.1
do you stand with big cable or support netneutralitymichael c of ny wants to know,0.1
fast lanes hurt innovationronnie t of tx sez support netneutrality,0.2
heysteve v of id sez you should side with the public on netneutrality not big cable,0.0
heyrand f of or sez netneutrality should not be partisan its about innovation,0.0
heyjeffrey m of mo sez strong netneutrality enables innovation,0.4333333333333333
heyrobert m of ny sez free marketers dont shill for cable monopolies netneutrality,0.4
heyjunior z of ca sez conservative voters support netneutrality why dont you,0.0
heypeter w of ma sez strong netneutrality enables innovation,0.4333333333333333
free marketers dont shill for cable monopoliespeggy h of hi sez support netneutrality,0.4
heyvincent w of fl sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heymatthew z of fl sez big cable gets billions in subsidies stand with the people netneutrality,0.0
free marketers dont shill for cable monopolieslynn p of or sez support netneutrality,0.4
heyjesse f of tx sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heymary f of wi wants you to support netneutrality not big cable,0.1
heyjohn w of nj sez big cable gets billions in subsidies stand with the people netneutrality,0.0
"telecomm industry fileslawsuits to block net neutrality from ever happening
netneutrality",0.0
heyjohn m of fl sez netneutrality should not be partisan its about innovation,0.0
dearuser are you aware that your browsed webpages have javascript code inserted by ur ispnetneutrality,0.25
fast lanes hurt innovationkentaro m of id sez support netneutrality,0.2
heyp k of ca wants you to support netneutrality not big cable,0.1
fast lanes hurt innovationlucille b of fl sez support netneutrality,0.2
fast lanes hurt innovationwilliam p of tx sez support netneutrality,0.2
join uspm et for a reporter briefing on why were fighting titleii and whats next on netneutrality http,0.0
heyryan f of wi sez free marketers dont shill for cable monopolies netneutrality,0.4
heywilliam w of mi sez you should side with the public on netneutrality not big cable,0.0
heymark b of ca sez netneutrality should not be partisan its about innovation,0.0
heyrobin c of ma wants to know if you stand with big cable or support netneutrality,0.1
conservative voters support netneutralitysteven e of ny wants to know why you dont too,0.2
do you stand with big cable or support netneutralitykaye d of in wants to know,0.1
heymary g b of or wants you to support netneutrality not big cable,0.1
heyjohn s of ny sez big cable gets billions in subsidies stand with the people netneutrality,0.0
berec eu regulators body publishes a report on how consumers value netneutrality,0.0
do you stand with big cable or support netneutralityp f of ny wants to know,0.1
mark s of ct sez side with the public on netneutralitynot big cable,0.0
heynancy w of ca sez fast lanes hurt innovation support netneutrality,0.2
rob h of mt sez side with the public on netneutralitynot big cable,0.0
heynick a of mi sez conservative voters support netneutrality why dont you,0.0
heyelton r of mt sez conservative voters support netneutrality why dont you,0.0
free marketers dont shill for cable monopoliesmark d of sc sez support netneutrality,0.4
heyjerry k of co sez netneutrality is the only way for a free market of internet services,0.2
heyphillip e of ny sez netneutrality is the only way for a free market of internet services,0.2
heykyle m of pa sez netneutrality should not be partisan its about innovation,0.0
"telecomm industry fileslawsuits to block net neutrality from ever happening
netneutrality",0.0
heyjohn m of ca sez netneutrality is the only way for a free market of internet services,0.2
heypatti m of pa sez netneutrality is the only way for a free market of internet services,0.2
conservative voters support netneutralityjohn c of fl wants to know why you dont too,0.2
heyjonathan p of il sez fast lanes hurt innovation support netneutrality,0.2
heyrobert p of ga sez netneutrality should not be partisan its about innovation,0.0
heywilliam n of ca wants to know why you arent siding with millions on netneutrality,0.2
valeriano d of ca sez side with the public on netneutralitynot big cable,0.0
heykim n of ca sez you should side with the public on netneutrality not big cable,0.0
heymark r of ca sez strong netneutrality enables innovation,0.4333333333333333
please watch literally defconpeople tpp might get passed same day netneutrality goes into effect,0.0
netneutrality think so,0.0
heyxavier a of ny wants you to support netneutrality not big cable,0.1
heymatthew p of ca sez free marketers dont shill for cable monopolies netneutrality,0.4
heyseth p of nj sez you should side with the public on netneutrality not big cable,0.0
heyr s of fl sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heysteven w of or sez you should side with the public on netneutrality not big cable,0.0
heymonroe f of ne sez strong netneutrality enables innovation,0.4333333333333333
conservative voters support netneutralitypamela b of ny wants to know why you dont too,0.2
heykenneth g of pa wants you to support netneutrality not big cable,0.1
do you stand with big cable or support netneutralityjesse v of wi wants to know,0.1
heyjosh h of ca wants you to support netneutrality not big cable,0.1
valerie c of ma sez side with the public on netneutralitynot big cable,0.0
heynancy m of az sez netneutrality should not be partisan its about innovation,0.0
heymorgan m of co sez strong netneutrality enables innovation,0.4333333333333333
heynancy d of wa sez fast lanes hurt innovation support netneutrality,0.2
netneutrality is not a mere slogan it is lost when people defending it are allowed to be defeated one by one,0.25
heymoises m of ca wants you to support netneutrality not big cable,0.1
heylawrence g of nj sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyphyllis b of ca sez conservative voters support netneutrality why dont you,0.0
nocalldrops airtel has unanimously increased tariff charges for g and g internet netneutrality stoplootingus,0.0
phillip g of ca sez side with the public on netneutralitynot big cable,0.0
heyjoanne f of il sez you should side with the public on netneutrality not big cable,0.0
netneutrality is not a mere slogan it is lost when people defending it are allowed to be defeated one by one,0.25
heynicole g of ny sez netneutrality should not be partisan its about innovation,0.0
michael s of wa sez side with the public on netneutralitynot big cable,0.0
free marketers dont shill for cable monopoliesmary g of ma sez support netneutrality,0.4
fast lanes hurt innovationjoyce h m of ny sez support netneutrality,0.2
netneutrality under serious threat by airtel and people likeneed public support corporates cannot bulldoze fair criticism with,0.12222222222222222
netneutrality takes a beating with service provider airtel snooping user preference the israeli company sending notice tocriminal,0.0
heymarty e of tx sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyjeffrey s of ca sez conservative voters support netneutrality why dont you,0.0
tpp is a perfect eg of why corps want to kill netneutrality wo the web it would probably have been sneaked thru wlittle resistance,1.0
heystuart d of id sez you should side with the public on netneutrality not big cable,0.0
heyphilip s of ny wants you to support netneutrality not big cable,0.1
heysharon p of ca wants to know if you stand with big cable or support netneutrality,0.1
"telecomm industry fileslawsuits to block net neutrality from ever happening
netneutrality",0.0
fast lanes hurt innovationjohn s of ca sez support netneutrality,0.2
heyjohn s of wi sez you should side with the public on netneutrality not big cable,0.0
heyeileen w of il sez conservative voters support netneutrality why dont you,0.0
heyjudith w of oh sez you should side with the public on netneutrality not big cable,0.0
heyrobert mervyn m of ca sez free marketers dont shill for cable monopolies netneutrality,0.4
heyrachel b of az sez free marketers dont shill for cable monopolies netneutrality,0.4
heymichael s of il sez you should side with the public on netneutrality not big cable,0.0
richard r of la sez side with the public on netneutralitynot big cable,0.0
heymary m of md wants to know why you arent siding with millions on netneutrality,0.2
free marketers dont shill for cable monopolieskimberly m of ny sez support netneutrality,0.4
heywendy t of ca wants to know why you arent siding with millions on netneutrality,0.2
do you stand with big cable or support netneutralitykeven t of mi wants to know,0.1
rick b of md wants you to support netneutralitynot big cable,0.1
heymartha p of ct sez conservative voters support netneutrality why dont you,0.0
steven c of ca sez side with the public on netneutralitynot big cable,0.0
so whats goinghappen to indian telcos when google loon project brings free internet to everyone,0.4
free marketers dont shill for cable monopoliesmarianne s of ca sez support netneutrality,0.4
conservative voters support netneutralitylaurel l of or wants to know why you dont too,0.2
heyrichard j of tn sez netneutrality is the only way for a free market of internet services,0.2
heyshawn l of nj wants you to support netneutrality not big cable,0.1
do you stand with big cable or support netneutralitykent s of hi wants to know,0.1
heynoreen p of nj wants you to support netneutrality not big cable,0.1
heysarinea m of ca sez fast lanes hurt innovation support netneutrality,0.2
heystephanie c of ny sez free marketers dont shill for cable monopolies netneutrality,0.4
conservative voters support netneutralitymargaret o of mi wants to know why you dont too,0.2
heysam amp diane d of nh sez free marketers dont shill for cable monopolies netneutrality,0.4
heytimothy r of pa sez strong netneutrality enables innovation,0.4333333333333333
lin d of in wants you to support netneutralitynot big cable,0.1
heyjustin m of pa sez you should side with the public on netneutrality not big cable,0.0
heyjohn d of in sez netneutrality should not be partisan its about innovation,0.0
heypeyton j of md sez you should side with the public on netneutrality not big cable,0.0
heywilliam p of tx wants you to support netneutrality not big cable,0.1
do you stand with big cable or support netneutralityjohn m of ny wants to know,0.1
sigrid a of wa wants you to support netneutralitynot big cable,0.1
conservative voters support netneutralityolvan j of de wants to know why you dont too,0.2
roger w of ne wants you to support netneutralitynot big cable,0.1
heynorman h of ca sez conservative voters support netneutrality why dont you,0.0
robert k of ny sez side with the public on netneutralitynot big cable,0.0
heypatrick c of il sez free marketers dont shill for cable monopolies netneutrality,0.4
marco rubio raisingin siliconvalley for his outofdate ideas on netneutrality tell him he doesnt get the net,0.0
heyjean z of ar sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyleslie g of ny wants to know why you arent siding with millions on netneutrality,0.2
do you stand with big cable or support netneutralityjill h of mi wants to know,0.1
heymolly w of tx sez fast lanes hurt innovation support netneutrality,0.2
heyjeff m of sc sez conservative voters support netneutrality why dont you,0.0
free marketers dont shill for cable monopoliesporter d of mi sez support netneutrality,0.4
juan e of pa sez side with the public on netneutralitynot big cable,0.0
heyroger w of wi wants you to support netneutrality not big cable,0.1
dignitasnews european ruling on google a step toward big brotherpjnet tcot ccot obamanet netneutrality wa,0.0
european ruling on google a step toward big brotherpjnet tcot ccot obamanet netneutrality wakeupamerica,0.0
heypaul r of nm sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heysteven k of fl sez strong netneutrality enables innovation,0.4333333333333333
netneutralityend of permissionlessinnovation,0.0
heynancy p of ca wants to know if you stand with big cable or support netneutrality,0.1
how does netneutrality relate to sustainability joinandathttp,0.0
free marketers dont shill for cable monopoliesjeffery s of wa sez support netneutrality,0.4
the tpp could gut netneutrality minimumwage worker safety environmental laws the tpa sneaks it by like a pig in a poke,0.0
do you stand with big cable or support netneutralitykimberly s of ga wants to know,0.1
conservative voters support netneutralitymatthew k of ca wants to know why you dont too,0.2
heypeter m of il sez conservative voters support netneutrality why dont you,0.0
heyshane s of al sez netneutrality is the only way for a free market of internet services,0.2
heyshawn e of tx sez you should side with the public on netneutrality not big cable,0.0
do you stand with big cable or support netneutralitypeter c of ca wants to know,0.1
heymarta s of nc sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyrussell w of ny wants to know why you arent siding with millions on netneutrality,0.2
how does netneutrality relate to sustainability joinandat,0.0
michael v of co wants you to support netneutralitynot big cable,0.1
do you stand with big cable or support netneutralitykelley a of ca wants to know,0.1
heykatharine h of ca wants you to support netneutrality not big cable,0.1
conservative voters support netneutralitynatalie m of ca wants to know why you dont too,0.2
do you stand with big cable or support netneutralitylinda b of ny wants to know,0.1
we arent the copyright cops icanns president saystechonomypolicy netneutrality,0.0
heymary ann b of mi sez conservative voters support netneutrality why dont you,0.0
heyj s of co wants to know why you arent siding with millions on netneutrality,0.2
netneutralityviolation ofspottedspecial data caps for whatsapp and viber savetheinternet,0.0
heysean s of ak sez strong netneutrality enables innovation,0.4333333333333333
free marketers dont shill for cable monopoliesjohn k of il sez support netneutrality,0.4
heymatthew f of nc sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyjohn m of tx sez you should side with the public on netneutrality not big cable,0.0
free marketers dont shill for cable monopolieskellie s of nh sez support netneutrality,0.4
streaming amazon on roku keeps stalling and buffering must be the fccs netneutrality rules kicking in already thanksobama,0.0
heykate g of wa sez big cable gets billions in subsidies stand with the people netneutrality,0.0
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare a,0.0
fast lanes hurt innovationrob t of oh sez support netneutrality,0.2
linda w of ct sez side with the public on netneutralitynot big cable,0.0
heymichelle h of fl sez free marketers dont shill for cable monopolies netneutrality,0.4
heymick c of co sez netneutrality is the only way for a free market of internet services,0.2
judy j of wa wants you to support netneutralitynot big cable,0.1
heytom k of nj sez conservative voters support netneutrality why dont you,0.0
heylaurie w of ca sez netneutrality should not be partisan its about innovation,0.0
heymerey g of wa sez netneutrality should not be partisan its about innovation,0.0
netneutrality and what it means for video content providers,0.0
heynicholas p of fl sez netneutrality is the only way for a free market of internet services,0.2
heylinda s of tn sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heysteve g of ca wants to know why you arent siding with millions on netneutrality,0.2
heyjim b of ca sez you should side with the public on netneutrality not big cable,0.0
conservative voters support netneutralityjohn h of ok wants to know why you dont too,0.35
robert j of az wants you to support netneutralitynot big cable,0.1
ronald g of or sez side with the public on netneutralitynot big cable,0.0
heykatherine m of ca sez you should side with the public on netneutrality not big cable,0.0
heymartha m of wi sez netneutrality should not be partisan its about innovation,0.0
do you stand with big cable or support netneutralitylocke m of ca wants to know,0.1
heytia t of ma sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heykaren h of nj sez netneutrality is the only way for a free market of internet services,0.2
heyrandy h of tx sez free marketers dont shill for cable monopolies netneutrality,0.4
heyjeff b of wa sez conservative voters support netneutrality why dont you,0.0
heyramon t of mi sez netneutrality is the only way for a free market of internet services,0.2
heyomer z of ma sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heyjordan f of tx sez you should side with the public on netneutrality not big cable,0.0
richard t r of ny wants you to support netneutralitynot big cable,0.1
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare a,0.0
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare a,0.0
heyrichard b of ca wants to know if you stand with big cable or support netneutrality,0.1
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare a,0.0
do you stand with big cable or support netneutralityzachary m of ca wants to know,0.1
fcc regulations protect net neutrality for internet consumersnetneutrality,0.0
heylorita l of ak sez netneutrality should not be partisan its about innovation,0.0
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare a,0.0
guncontrol not about gunsabout controlgt netneutrality not about accessabout controlgtnot about healthcare about control,0.0
free marketers dont shill for cable monopoliesjeff b of ny sez support netneutrality,0.4
zuckerberg wants to control what the nextbillion internet users do online speak outnetneutrality,0.2
heymichael g of in sez big cable gets billions in subsidies stand with the people netneutrality,0.0
paul d of tx sez side with the public on netneutralitynot big cable,0.0
heyscott a of ne wants to know if you stand with big cable or support netneutrality,0.1
fast lanes hurt innovationralph g of co sez support netneutrality,0.2
heyleah m of or sez you should side with the public on netneutrality not big cable,0.0
heywilliam b of oh sez netneutrality is the only way for a free market of internet services,0.2
conservative voters support netneutralityphyllisa c of ut wants to know why you dont too,0.2
heyreed w of nv sez strong netneutrality enables innovation,0.4333333333333333
heynoah y of oh sez conservative voters support netneutrality why dont you,0.0
susan s of vt wants you to support netneutralitynot big cable,0.1
heymadeline m of ca sez free marketers dont shill for cable monopolies netneutrality,0.4
heytristan p of pa sez netneutrality is the only way for a free market of internet services,0.2
heyjoshua c of mi sez strong netneutrality enables innovation,0.4333333333333333
netneutrality regulation is illegal overreach by a power hungrycontrolled by google and its lobbyists,-0.5
heykathleen r of fl sez conservative voters support netneutrality why dont you,0.0
fast lanes hurt innovationjulia s of tx sez support netneutrality,0.2
heyterry c of tn wants to know if you stand with big cable or support netneutrality,0.1
is netneutrality govt overreach find out in my latest video columbus cbtv smallbusiness,0.5
heytom r of ne wants to know if you stand with big cable or support netneutrality,0.1
do you stand with big cable or support netneutralityrichard j of wa wants to know,0.1
heysamuel n of or sez free marketers dont shill for cable monopolies netneutrality,0.4
heyleonard g of wv wants to know if you stand with big cable or support netneutrality,0.1
heyjulia d of oh sez free marketers dont shill for cable monopolies netneutrality,0.4
heyjon a of ca wants to know if you stand with big cable or support netneutrality,0.1
"us house votes for permanent ban on internet access taxes 


uniteblue netneutrality",0.0
heymary w of tx wants to know if you stand with big cable or support netneutrality,0.1
heyzora lofm sez big cable gets billions in subsidies stand with the people netneutrality,0.0
you should be proud a big thanks to you and the millions who spoke out to protect netneutrality,0.3333333333333333
heysasha j of mi wants to know why you arent siding with millions on netneutrality,0.2
heymarga r of nj sez netneutrality should not be partisan its about innovation,0.0
heyrick b of ct wants you to support netneutrality not big cable,0.1
heypaul m of ca sez netneutrality should not be partisan its about innovation,0.0
visual notes fromtalk at pdf on netneutrality for next billion people to come online,0.0
heyyuanting t of ny sez you should side with the public on netneutrality not big cable,0.0
heyrodney h of wi sez free marketers dont shill for cable monopolies netneutrality,0.4
matthew s of oh sez side with the public on netneutralitynot big cable,0.0
heyjohnny s of fl sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heylj o of ma sez you should side with the public on netneutrality not big cable,0.0
heyshawn k of pa sez free marketers dont shill for cable monopolies netneutrality,0.4
heymirl w of il sez netneutrality is the only way for a free market of internet services,0.2
heykevin g of md sez netneutrality should not be partisan its about innovation,0.0
netneutralityend of permissionlessinnovation,0.0
sam s of ct wants you to support netneutralitynot big cable,0.1
americans must unit and take action to keep the internet freenetneutrality titleii internets,0.1
free marketers dont shill for cable monopoliesjoshua d of az sez support netneutrality,0.4
netneutralityend of permissionlessinnovation,0.0
if fcc must approve new internet services providers wont offer new services titleii netneutrality,0.13636363636363635
open intenet not regulated public utility that thwarts competiton innovationtitleii,0.0
elinor g of wa wants you to support netneutralitynot big cable,0.1
kendy b of pa wants you to support netneutralitynot big cable,0.1
heylaura j p of ma wants to know if you stand with big cable or support netneutrality,0.1
heyjordan d of sd sez netneutrality is the only way for a free market of internet services,0.2
conservative voters support netneutralitynicholas n of il wants to know why you dont too,0.2
"heymartin a of 
 wants to know if you stand with big cable or support netneutrality",0.1
do you stand with big cable or support netneutralityralph p of az wants to know,0.1
heywilliam r of ca wants to know why you arent siding with millions on netneutrality,0.2
heylyle a of mi wants to know if you stand with big cable or support netneutrality,0.1
heythomas amp jerelynn s of ma wants to know if you stand with big cable or support netneutrality,0.1
heyjoseph m of az sez netneutrality is the only way for a free market of internet services,0.2
do you stand with big cable or support netneutralitypeter k of ca wants to know,0.1
heymichael a of ca sez free marketers dont shill for cable monopolies netneutrality,0.4
seth m of sc wants you to support netneutralitynot big cable,0.1
why netneutrality is not helping the internet,0.0
heyjeanne n of ca wants to know why you arent siding with millions on netneutrality,0.2
free marketers dont shill for cable monopoliesrobert d of mn sez support netneutrality,0.4
is your isp is slowing down your internet find out now help protect netneutrality,-0.15555555555555559
heytim s of or sez fast lanes hurt innovation support netneutrality,0.2
heyjeanette n of id sez netneutrality is the only way for a free market of internet services,0.2
heysylvia j of tn wants you to support netneutrality not big cable,0.1
americans must unit and take action to keep the internet freenetneutrality titleii internetsalestaxes nonettax,0.1
asks howaddresses netneutrality a proposers commitment to net neutrality part of rfp,0.0
heypatricia p of ca sez free marketers dont shill for cable monopolies netneutrality,0.4
heytimothy g of ca sez strong netneutrality enables innovation,0.4333333333333333
netneutralityend of permissionlessinnovation,0.0
conservative voters support netneutralitylandon b of ky wants to know why you dont too,0.2
heylori k of ca wants to know why you arent siding with millions on netneutrality,0.2
heyrobert d of or sez free marketers dont shill for cable monopolies netneutrality,0.4
heyjoshua s of mi sez fast lanes hurt innovation support netneutrality,0.2
heymichelle k of ca sez big cable gets billions in subsidies stand with the people netneutrality,0.0
heylinda e of wa sez netneutrality is the only way for a free market of internet services,0.2
heyjoan r of ny sez netneutrality should not be partisan its about innovation,0.0
as dan rubenstein shows determining shapley value would improve settlement but its tough to shift,-0.3888888888888889
heysamuel h of tx sez netneutrality should not be partisan its about innovation,0.0
free marketers dont shill for cable monopoliesmark l of tx sez support netneutrality,0.4
fast lanes hurt innovationsusan a of ca sez support netneutrality,0.2
heymooydeen f of oh sez netneutrality is the only way for a free market of internet services,0.2
if fcc must approve new internet services providers wont offer new services titleii netneutrality,0.13636363636363635
heykir h of tx wants to know if you stand with big cable or support netneutrality,0.1
heyrobert m of ca wants you to support netneutrality not big cable,0.1
heywilliam w of ny wants you to support netneutrality not big cable,0.1
open intenet not regulated public utility that thwarts competiton innovationtitleiinetneutrality,0.0
heymarc p of nc sez you should side with the public on netneutrality not big cable,0.0
do you stand with big cable or support netneutralitypeter k of ny wants to know,0.1
heyruth s of co sez fast lanes hurt innovation support netneutrality,0.2
free marketers dont shill for cable monopolieskortney m of pa sez support netneutrality,0.4
heymichael t of ny wants you to support netneutrality not big cable,0.1
heysonya j of wa sez you should side with the public on netneutrality not big cable,0.0
michael l of fl sez side with the public on netneutralitynot big cable,0.0
heyrichard c of ca sez conservative voters support netneutrality why dont you,0.0
heysean f of mi sez fast lanes hurt innovation support netneutrality,0.2
heyvera c of ca sez netneutrality is the only way for a free market of internet services,0.2
